Time,Date,Latitude,Longitude,Serving Cell SS RSRP (dBm): Top #1,Serving Cell SS RSRQ (dB): Top #1,Serving Cell SS SINR (dB): Top #1,Serving Cell Identity: Top #1
34:58.5,2/29/2024,18.3080433,42.7544905,-74.5,-10.4,18.6,552
34:58.5,2/29/2024,18.3080433,42.7544909,-94.5,-13.6,6.6,998
34:58.5,2/29/2024,18.3080432,42.754491,-95.6,-14.2,6.6,998
34:58.5,2/29/2024,18.3080432,42.754491,-74.5,-10.4,20,552
34:58.6,2/29/2024,18.308043,42.7544922,-74.5,-10.4,18.9,552
34:58.6,2/29/2024,18.308043,42.7544923,-74.5,-10.4,17.2,552
34:58.6,2/29/2024,18.308043,42.7544923,-74.5,-10.4,14.1,552
34:58.6,2/29/2024,18.3080428,42.7544929,-74.5,-10.4,11.3,552
34:58.6,2/29/2024,18.3080427,42.7544933,-74.5,-10.4,11.7,552
34:58.6,2/29/2024,18.3080426,42.7544938,-74.5,-10.4,12.7,552
34:58.6,2/29/2024,18.3080426,42.7544938,-95.6,-14.2,8.1,998
34:58.6,2/29/2024,18.3080426,42.7544939,-95.6,-14.2,7,998
34:58.6,2/29/2024,18.3080426,42.7544939,-95.6,-14.2,7.1,998
34:58.7,2/29/2024,18.3080425,42.7544943,-74.5,-10.4,11.7,552
34:58.7,2/29/2024,18.3080425,42.7544943,-78.4,-10.7,11.7,552
34:58.7,2/29/2024,18.3080425,42.7544943,-78.4,-10.7,13.2,552
34:58.8,2/29/2024,18.308042,42.7544966,-78.4,-10.7,12,552
34:59.0,2/29/2024,18.30804,42.754501,-78.4,-10.7,17.1,552
34:59.0,2/29/2024,18.30804,42.754501,-81.2,-10.4,17.1,552
34:59.0,2/29/2024,18.3080397,42.7545015,-95.6,-14.2,7.1,998
34:59.0,2/29/2024,18.3080397,42.7545015,-95.6,-14.2,6.9,998
34:59.0,2/29/2024,18.3080397,42.7545015,-94.6,-11.2,6.9,998
34:59.0,2/29/2024,18.3080397,42.7545015,-94.6,-11.2,7.5,998
34:59.1,2/29/2024,18.3080396,42.7545019,-81.2,-10.4,14.4,552
34:59.1,2/29/2024,18.3080395,42.754502,-81.2,-10.4,17.6,552
34:59.1,2/29/2024,18.3080393,42.7545024,-81.2,-10.4,13.8,552
34:59.1,2/29/2024,18.3080389,42.754503,-94.6,-11.2,7.2,998
34:59.1,2/29/2024,18.3080389,42.754503,-94.6,-11.2,12,998
34:59.2,2/29/2024,18.3080381,42.7545043,-81.2,-10.4,7.7,552
34:59.3,2/29/2024,18.3080367,42.7545066,-94.6,-11.2,5.9,998
34:59.3,2/29/2024,18.3080367,42.7545066,-93,-11.2,5.9,998
34:59.3,2/29/2024,18.3080367,42.7545066,-93,-11.2,7.5,998
34:59.4,2/29/2024,18.3080359,42.754508,-81.2,-10.4,11.4,552
34:59.4,2/29/2024,18.3080357,42.7545083,-81.7,-10.7,11.4,552
34:59.5,2/29/2024,18.3080355,42.7545086,-81.7,-10.7,11.8,552
34:59.5,2/29/2024,18.3080353,42.7545089,-81.7,-10.7,13.9,552
34:59.6,2/29/2024,18.3080345,42.7545103,-81.7,-10.7,14.5,552
34:59.6,2/29/2024,18.3080343,42.7545105,-93,-11.2,4.2,998
34:59.6,2/29/2024,18.3080343,42.7545106,-93,-11.2,6.4,998
34:59.6,2/29/2024,18.3080339,42.7545113,-81.7,-10.7,12,552
34:59.6,2/29/2024,18.3080339,42.7545113,-81.7,-10.7,12,552
34:59.7,2/29/2024,18.3080335,42.7545119,-81.7,-10.7,15,552
34:59.7,2/29/2024,18.3080335,42.754512,-81.7,-10.7,17.6,552
34:59.7,2/29/2024,18.3080329,42.7545129,-81.7,-10.7,18.2,552
34:59.8,2/29/2024,18.3080323,42.754514,-93,-11.2,8.1,998
34:59.8,2/29/2024,18.3080319,42.7545146,-81.7,-10.7,11.9,552
34:59.9,2/29/2024,18.3080314,42.7545151,-80.2,-10.5,11.9,552
34:59.9,2/29/2024,18.3080311,42.7545152,-80.2,-10.5,10.2,552
34:59.9,2/29/2024,18.3080307,42.7545154,-93.4,-12.8,8.1,998
34:59.9,2/29/2024,18.3080307,42.7545154,-93.4,-12.8,3,998
34:59.9,2/29/2024,18.3080307,42.7545154,-80.2,-10.5,13.8,552
34:59.9,2/29/2024,18.3080307,42.7545154,-93.4,-12.8,4.6,998
34:59.9,2/29/2024,18.3080307,42.7545154,-93.4,-12.8,7.1,998
34:59.9,2/29/2024,18.3080304,42.7545156,-80.2,-10.5,17.5,552
34:59.9,2/29/2024,18.30803,42.7545157,-80.2,-10.5,17.7,552
35:00.0,2/29/2024,18.3080297,42.7545158,-80.2,-10.5,12.8,552
35:00.0,2/29/2024,18.3080293,42.754516,-80.2,-10.5,12.9,552
35:00.0,2/29/2024,18.308029,42.7545161,-80.2,-10.5,16.8,552
35:00.0,2/29/2024,18.308029,42.7545162,-79.6,-10.6,16.8,552
35:00.0,2/29/2024,18.3080283,42.7545165,-79.6,-10.6,14.6,552
35:00.1,2/29/2024,18.3080272,42.7545169,-79.6,-10.6,12.7,552
35:00.1,2/29/2024,18.3080271,42.754517,-93.4,-12.8,7.1,998
35:00.1,2/29/2024,18.3080269,42.7545171,-79.6,-10.6,14.9,552
35:00.2,2/29/2024,18.3080258,42.7545175,-79.6,-10.6,12.4,552
35:00.2,2/29/2024,18.3080255,42.7545177,-79.6,-10.6,13.4,552
35:00.2,2/29/2024,18.3080254,42.7545177,-79.1,-10.5,13.4,552
35:00.3,2/29/2024,18.3080244,42.7545181,-79.1,-10.5,7.9,552
35:00.3,2/29/2024,18.308024,42.7545183,-79.1,-10.5,16.7,552
35:00.3,2/29/2024,18.3080238,42.7545184,-93.4,-12.8,8.4,998
35:00.3,2/29/2024,18.3080238,42.7545184,-87.6,-11,8.4,998
35:00.3,2/29/2024,18.3080237,42.7545184,-87.6,-11,1.9,998
35:00.3,2/29/2024,18.308023,42.7545187,-79.1,-10.5,19.3,552
35:00.4,2/29/2024,18.3080226,42.7545189,-79.1,-10.5,10.3,552
35:00.4,2/29/2024,18.3080226,42.7545189,-81,-10.6,10.3,552
35:00.4,2/29/2024,18.3080219,42.7545192,-81,-10.6,6.7,552
35:00.4,2/29/2024,18.3080216,42.7545193,-81,-10.6,11.6,552
35:00.4,2/29/2024,18.3080216,42.7545193,-81,-10.6,13,552
35:00.5,2/29/2024,18.3080209,42.7545196,-81,-10.6,19,552
35:00.5,2/29/2024,18.3080205,42.7545198,-81,-10.6,13,552
35:00.5,2/29/2024,18.3080202,42.7545199,-81,-10.6,11.8,552
35:00.5,2/29/2024,18.3080199,42.75452,-81,-10.6,8.3,552
35:00.5,2/29/2024,18.3080199,42.75452,-80.1,-10.6,8.3,552
35:00.5,2/29/2024,18.3080196,42.7545202,-80.1,-10.6,8.1,552
35:00.5,2/29/2024,18.3080195,42.7545202,-80.1,-10.6,12.5,552
35:00.5,2/29/2024,18.3080194,42.7545202,-87.6,-11,2.6,998
35:00.5,2/29/2024,18.3080194,42.7545202,-87.6,-11,5.6,998
35:00.6,2/29/2024,18.3080188,42.7545205,-80.1,-10.6,11.2,552
35:00.6,2/29/2024,18.3080184,42.7545207,-80.1,-10.6,11.6,552
35:00.6,2/29/2024,18.308018,42.7545209,-80.1,-10.6,12.3,552
35:00.6,2/29/2024,18.3080177,42.754521,-80.1,-10.6,12,552
35:00.7,2/29/2024,18.3080174,42.7545211,-80.1,-10.6,11.2,552
35:00.7,2/29/2024,18.3080171,42.7545212,-80.1,-10.6,11.7,552
35:00.7,2/29/2024,18.3080171,42.7545212,-80.6,-10.6,11.7,552
35:00.7,2/29/2024,18.3080169,42.7545213,-80.6,-10.6,12.1,552
35:00.7,2/29/2024,18.3080163,42.7545216,-80.6,-10.6,13.7,552
35:00.7,2/29/2024,18.308016,42.7545217,-80.6,-10.6,17.5,552
35:00.7,2/29/2024,18.3080159,42.7545218,-87.6,-11,7.6,998
35:00.7,2/29/2024,18.3080159,42.7545218,-93.5,-10.9,7.6,998
35:00.7,2/29/2024,18.3080159,42.7545218,-93.5,-10.9,8.1,998
35:00.8,2/29/2024,18.3080157,42.7545218,-80.6,-10.6,15,552
35:00.8,2/29/2024,18.3080153,42.754522,-80.6,-10.6,14.6,552
35:00.8,2/29/2024,18.3080152,42.7545221,-80.6,-10.6,9.1,552
35:00.8,2/29/2024,18.3080145,42.7545223,-80.6,-10.6,8.8,552
35:00.8,2/29/2024,18.3080143,42.7545224,-93.5,-10.9,8.4,998
35:00.9,2/29/2024,18.308014,42.7545226,-80.6,-10.6,9,552
35:00.9,2/29/2024,18.308014,42.7545226,-80,-10.5,9,552
35:00.9,2/29/2024,18.308014,42.7545226,-93.5,-10.9,8.7,998
35:00.9,2/29/2024,18.308014,42.7545226,-93.5,-10.9,7.4,998
35:00.9,2/29/2024,18.308014,42.7545226,-80,-10.5,10.5,552
35:00.9,2/29/2024,18.3080135,42.7545228,-80,-10.5,10.5,552
35:00.9,2/29/2024,18.3080132,42.7545229,-80,-10.5,10.9,552
35:00.9,2/29/2024,18.308013,42.754523,-93.5,-10.9,6.2,998
35:00.9,2/29/2024,18.3080127,42.7545231,-80,-10.5,10.1,552
35:00.9,2/29/2024,18.3080125,42.7545232,-80,-10.5,11.4,552
35:01.0,2/29/2024,18.3080123,42.7545233,-80,-10.5,11.4,552
35:01.0,2/29/2024,18.3080118,42.7545235,-91,-11,6.2,998
35:01.0,2/29/2024,18.3080118,42.7545235,-91,-11,4.3,998
35:01.0,2/29/2024,18.3080118,42.7545235,-91,-11,9.2,998
35:01.0,2/29/2024,18.3080118,42.7545235,-91,-11,9,998
35:01.0,2/29/2024,18.3080117,42.7545235,-80,-10.5,10.7,552
35:01.0,2/29/2024,18.3080117,42.7545236,-80,-10.5,7,552
35:01.0,2/29/2024,18.3080117,42.7545236,-80.5,-10.7,7,552
35:01.0,2/29/2024,18.3080114,42.7545237,-80.5,-10.7,7,552
35:01.0,2/29/2024,18.308011,42.7545238,-80.5,-10.7,9.4,552
35:01.0,2/29/2024,18.3080107,42.754524,-80.5,-10.7,7.6,552
35:01.1,2/29/2024,18.3080105,42.7545241,-91,-11,9,998
35:01.1,2/29/2024,18.3080105,42.7545241,-91,-11,6.9,998
35:01.1,2/29/2024,18.3080104,42.7545241,-91,-11,9.3,998
35:01.1,2/29/2024,18.3080104,42.7545241,-91,-11,9.6,998
35:01.1,2/29/2024,18.3080103,42.7545241,-80.5,-10.7,10.9,552
35:01.1,2/29/2024,18.30801,42.7545243,-80.5,-10.7,9.4,552
35:01.1,2/29/2024,18.3080096,42.7545244,-80.5,-10.7,9.5,552
35:01.1,2/29/2024,18.3080094,42.7545246,-80.5,-10.7,8.4,552
35:01.1,2/29/2024,18.3080092,42.7545246,-80.5,-10.7,10.8,552
35:01.1,2/29/2024,18.3080088,42.7545248,-91,-11,9.4,998
35:01.2,2/29/2024,18.3080088,42.7545248,-91,-11,8.1,998
35:01.2,2/29/2024,18.3080088,42.7545248,-80.5,-10.7,8.2,552
35:01.2,2/29/2024,18.3080088,42.7545248,-89.9,-11,8.1,998
35:01.2,2/29/2024,18.3080086,42.7545249,-80.8,-10.8,8.2,552
35:01.2,2/29/2024,18.3080082,42.7545251,-80.8,-10.8,10.6,552
35:01.2,2/29/2024,18.3080079,42.7545252,-80.8,-10.8,10.8,552
35:01.2,2/29/2024,18.3080078,42.7545252,-89.9,-11,8.5,998
35:01.2,2/29/2024,18.3080077,42.7545253,-89.9,-11,9.9,998
35:01.2,2/29/2024,18.3080077,42.7545253,-89.9,-11,9.1,998
35:01.2,2/29/2024,18.3080075,42.7545254,-80.8,-10.8,12.4,552
35:01.2,2/29/2024,18.3080071,42.7545255,-80.8,-10.8,11.3,552
35:01.3,2/29/2024,18.308007,42.7545256,-80.8,-10.8,9.7,552
35:01.3,2/29/2024,18.3080067,42.7545257,-89.9,-11,8.5,998
35:01.3,2/29/2024,18.3080067,42.7545257,-80.8,-10.8,10.8,552
35:01.3,2/29/2024,18.3080067,42.7545257,-89.9,-11,8.5,998
35:01.3,2/29/2024,18.3080067,42.7545257,-89.9,-11,10,998
35:01.3,2/29/2024,18.3080061,42.754526,-80.8,-10.8,12,552
35:01.3,2/29/2024,18.3080058,42.7545261,-80.8,-10.8,12.8,552
35:01.3,2/29/2024,18.3080058,42.7545261,-81.4,-10.8,12.8,552
35:01.3,2/29/2024,18.3080056,42.7545262,-89.9,-11,10.1,998
35:01.3,2/29/2024,18.3080056,42.7545262,-81.4,-10.8,13,552
35:01.3,2/29/2024,18.3080056,42.7545262,-89.9,-11,8.3,998
35:01.3,2/29/2024,18.3080056,42.7545262,-89.4,-11.1,8.3,998
35:01.4,2/29/2024,18.3080048,42.7545265,-81.4,-10.8,12,552
35:01.4,2/29/2024,18.3080048,42.7545265,-81.4,-10.8,12.7,552
35:01.4,2/29/2024,18.3080046,42.7545266,-81.4,-10.8,11.4,552
35:01.4,2/29/2024,18.3080043,42.7545267,-81.4,-10.8,11.7,552
35:01.4,2/29/2024,18.308004,42.7545269,-89.4,-11.1,10.8,998
35:01.4,2/29/2024,18.308004,42.7545269,-89.4,-11.1,10.4,998
35:01.4,2/29/2024,18.308004,42.7545269,-89.4,-11.1,11.5,998
35:01.4,2/29/2024,18.308004,42.7545269,-89.4,-11.1,10.5,998
35:01.4,2/29/2024,18.308004,42.7545269,-81.4,-10.8,10.4,552
35:01.5,2/29/2024,18.3080033,42.7545272,-81.4,-10.8,11.2,552
35:01.5,2/29/2024,18.3080032,42.7545272,-89.4,-11.1,9.8,998
35:01.5,2/29/2024,18.3080029,42.7545273,-81.4,-10.8,10.6,552
35:01.5,2/29/2024,18.3080029,42.7545273,-80.8,-10.7,10.6,552
35:01.5,2/29/2024,18.3080029,42.7545273,-89.4,-11.1,9.2,998
35:01.5,2/29/2024,18.3080027,42.7545274,-88.2,-11,9.2,998
35:01.5,2/29/2024,18.3080027,42.7545274,-80.8,-10.7,9.9,552
35:01.5,2/29/2024,18.3080024,42.7545275,-80.8,-10.7,11.8,552
35:01.5,2/29/2024,18.3080023,42.7545276,-88.2,-11,9.9,998
35:01.5,2/29/2024,18.3080023,42.7545276,-88.2,-11,10.9,998
35:01.5,2/29/2024,18.3080021,42.7545277,-80.8,-10.7,10.4,552
35:01.5,2/29/2024,18.3080018,42.7545278,-80.8,-10.7,10.6,552
35:01.6,2/29/2024,18.3080016,42.7545279,-88.2,-11,10.4,998
35:01.6,2/29/2024,18.3080016,42.7545279,-88.2,-11,10.2,998
35:01.6,2/29/2024,18.3080012,42.7545281,-80.8,-10.7,9.4,552
35:01.6,2/29/2024,18.3080009,42.7545282,-88.2,-11,11.8,998
35:01.6,2/29/2024,18.3080009,42.7545282,-88.2,-11,10.8,998
35:01.6,2/29/2024,18.3080008,42.7545282,-80.8,-10.7,6.8,552
35:01.6,2/29/2024,18.3080005,42.7545284,-80.8,-10.7,6.8,552
35:01.6,2/29/2024,18.3080003,42.7545285,-88.2,-11,9.6,998
35:01.6,2/29/2024,18.3080002,42.7545285,-80.8,-10.7,7.7,552
35:01.6,2/29/2024,18.3080002,42.7545285,-82,-10.9,7.7,552
35:01.7,2/29/2024,18.3079998,42.7545286,-82,-10.9,8.6,552
35:01.7,2/29/2024,18.3079997,42.7545287,-88.2,-11,9,998
35:01.7,2/29/2024,18.3079997,42.7545287,-87.6,-10.8,9,998
35:01.7,2/29/2024,18.3079997,42.7545287,-87.6,-10.8,9.5,998
35:01.7,2/29/2024,18.3079993,42.7545289,-82,-10.9,10.3,552
35:01.7,2/29/2024,18.3079991,42.7545289,-87.6,-10.8,9.2,998
35:01.7,2/29/2024,18.3079991,42.7545289,-87.6,-10.8,10.4,998
35:01.7,2/29/2024,18.3079991,42.754529,-82,-10.9,10.3,552
35:01.7,2/29/2024,18.3079987,42.7545291,-82,-10.9,10.9,552
35:01.7,2/29/2024,18.3079984,42.7545292,-87.6,-10.8,9.8,998
35:01.7,2/29/2024,18.3079984,42.7545293,-82,-10.9,11.2,552
35:01.8,2/29/2024,18.3079981,42.7545294,-87.6,-10.8,9.8,998
35:01.8,2/29/2024,18.3079981,42.7545294,-87.6,-10.8,7,998
35:01.8,2/29/2024,18.307998,42.7545294,-82,-10.9,12,552
35:01.8,2/29/2024,18.3079977,42.7545296,-82,-10.9,11.9,552
35:01.8,2/29/2024,18.3079976,42.7545296,-82,-10.9,10.7,552
35:01.8,2/29/2024,18.3079974,42.7545297,-87.6,-10.8,8.7,998
35:01.8,2/29/2024,18.3079974,42.7545297,-87.6,-10.8,7.5,998
35:01.8,2/29/2024,18.3079974,42.7545297,-88.3,-10.8,7.5,998
35:01.8,2/29/2024,18.3079973,42.7545297,-83.1,-10.7,10.7,552
35:01.8,2/29/2024,18.3079969,42.7545299,-83.1,-10.7,11.3,552
35:01.8,2/29/2024,18.3079966,42.75453,-83.1,-10.7,10.7,552
35:01.8,2/29/2024,18.3079965,42.75453,-88.3,-10.8,8.8,998
35:01.9,2/29/2024,18.3079961,42.75453,-88.3,-10.8,9.2,998
35:01.9,2/29/2024,18.3079961,42.75453,-83.1,-10.7,11.1,552
35:01.9,2/29/2024,18.3079957,42.7545301,-88.3,-10.8,8.9,998
35:01.9,2/29/2024,18.3079956,42.7545301,-88.3,-10.8,8.3,998
35:01.9,2/29/2024,18.3079956,42.7545301,-83.1,-10.7,10.1,552
35:01.9,2/29/2024,18.3079955,42.7545301,-83.1,-10.7,10,552
35:01.9,2/29/2024,18.3079946,42.7545301,-83.1,-10.7,9.5,552
35:01.9,2/29/2024,18.3079945,42.7545301,-88.3,-10.8,7.7,998
35:01.9,2/29/2024,18.3079945,42.7545301,-88.3,-10.8,6.7,998
35:01.9,2/29/2024,18.3079941,42.7545302,-83.1,-10.7,9.2,552
35:02.0,2/29/2024,18.3079937,42.7545302,-83.1,-10.7,8.8,552
35:02.0,2/29/2024,18.3079937,42.7545302,-83,-10.8,8.8,552
35:02.0,2/29/2024,18.3079935,42.7545302,-88.3,-10.8,8.6,998
35:02.0,2/29/2024,18.3079934,42.7545302,-83,-10.8,6.9,552
35:02.0,2/29/2024,18.3079932,42.7545302,-88.3,-10.8,9.7,998
35:02.0,2/29/2024,18.3079932,42.7545302,-89.1,-10.8,9.7,998
35:02.0,2/29/2024,18.3079931,42.7545302,-89.1,-10.8,8.8,998
35:02.0,2/29/2024,18.3079924,42.7545303,-83,-10.8,7.4,552
35:02.0,2/29/2024,18.3079921,42.7545303,-83,-10.8,9.8,552
35:02.0,2/29/2024,18.307992,42.7545303,-89.1,-10.8,8.8,998
35:02.0,2/29/2024,18.307992,42.7545303,-89.1,-10.8,7.1,998
35:02.0,2/29/2024,18.307992,42.7545303,-89.1,-10.8,7.1,998
35:02.1,2/29/2024,18.3079914,42.7545304,-83,-10.8,8.5,552
35:02.1,2/29/2024,18.3079911,42.7545304,-83,-10.8,11.1,552
35:02.1,2/29/2024,18.3079909,42.7545304,-89.1,-10.8,7.8,998
35:02.1,2/29/2024,18.3079909,42.7545304,-89.1,-10.8,7.7,998
35:02.1,2/29/2024,18.3079906,42.7545304,-83,-10.8,12.3,552
35:02.1,2/29/2024,18.3079899,42.7545304,-89.1,-10.8,7.2,998
35:02.1,2/29/2024,18.3079899,42.7545304,-83,-10.8,10.3,552
35:02.1,2/29/2024,18.3079899,42.7545304,-89.1,-10.8,7.2,998
35:02.1,2/29/2024,18.3079898,42.7545305,-83,-10.8,11.3,552
35:02.1,2/29/2024,18.3079896,42.7545305,-82.6,-10.9,11.3,552
35:02.1,2/29/2024,18.3079891,42.7545305,-82.6,-10.9,10.7,552
35:02.1,2/29/2024,18.307989,42.7545305,-89.1,-10.8,9.2,998
35:02.1,2/29/2024,18.307989,42.7545305,-90.5,-12,9.2,998
35:02.1,2/29/2024,18.3079889,42.7545305,-90.5,-12,7.4,998
35:02.2,2/29/2024,18.3079885,42.7545305,-82.6,-10.9,9.8,552
35:02.2,2/29/2024,18.3079881,42.7545306,-82.6,-10.9,6.2,552
35:02.2,2/29/2024,18.3079877,42.7545306,-82.6,-10.9,7.7,552
35:02.2,2/29/2024,18.3079873,42.7545306,-82.6,-10.9,7.1,552
35:02.2,2/29/2024,18.3079869,42.7545307,-82.6,-10.9,7.6,552
35:02.2,2/29/2024,18.3079868,42.7545307,-90.5,-12,8.8,998
35:02.2,2/29/2024,18.3079865,42.7545307,-90.5,-12,7.8,998
35:02.2,2/29/2024,18.3079864,42.7545307,-90.5,-12,8.1,998
35:02.3,2/29/2024,18.3079861,42.7545307,-82.6,-10.9,7,552
35:02.3,2/29/2024,18.3079857,42.7545307,-90.5,-12,9.1,998
35:02.3,2/29/2024,18.3079857,42.7545307,-92.9,-11.6,9.1,998
35:02.3,2/29/2024,18.3079856,42.7545307,-82.6,-10.9,7.3,552
35:02.3,2/29/2024,18.3079856,42.7545307,-83.3,-10.9,7.3,552
35:02.3,2/29/2024,18.3079855,42.7545307,-83.3,-10.9,5.4,552
35:02.3,2/29/2024,18.3079853,42.7545308,-92.9,-11.6,7.2,998
35:02.3,2/29/2024,18.3079849,42.7545308,-83.3,-10.9,8.1,552
35:02.3,2/29/2024,18.3079848,42.7545308,-92.9,-11.6,9.6,998
35:02.3,2/29/2024,18.3079844,42.7545308,-83.3,-10.9,5,552
35:02.3,2/29/2024,18.3079844,42.7545308,-92.9,-11.6,11,998
35:02.4,2/29/2024,18.3079836,42.7545309,-92.9,-11.6,11.3,998
35:02.4,2/29/2024,18.3079836,42.7545309,-83.3,-10.9,8.4,552
35:02.4,2/29/2024,18.3079832,42.7545309,-92.9,-11.6,9.6,998
35:02.4,2/29/2024,18.3079831,42.7545309,-83.3,-10.9,10.9,552
35:02.4,2/29/2024,18.3079826,42.7545309,-83.3,-10.9,8.2,552
35:02.4,2/29/2024,18.3079825,42.7545309,-92.9,-11.6,8.9,998
35:02.4,2/29/2024,18.3079822,42.754531,-83.3,-10.9,6.3,552
35:02.4,2/29/2024,18.307982,42.754531,-92.9,-11.6,8.8,998
35:02.4,2/29/2024,18.3079819,42.754531,-83.3,-10.9,4.8,552
35:02.4,2/29/2024,18.3079819,42.754531,-83.4,-11,4.8,552
35:02.4,2/29/2024,18.3079814,42.754531,-83.4,-11,10.2,552
35:02.5,2/29/2024,18.3079813,42.754531,-92.9,-11.6,7.2,998
35:02.5,2/29/2024,18.3079813,42.754531,-93.3,-11.6,7.2,998
35:02.5,2/29/2024,18.3079809,42.7545311,-83.4,-11,10.4,552
35:02.5,2/29/2024,18.3079809,42.7545311,-93.3,-11.6,8.1,998
35:02.5,2/29/2024,18.3079803,42.7545311,-93.3,-11.6,8.8,998
35:02.5,2/29/2024,18.3079799,42.7545311,-83.4,-11,8.5,552
35:02.5,2/29/2024,18.3079799,42.7545311,-93.3,-11.6,8,998
35:02.5,2/29/2024,18.3079797,42.7545311,-93.3,-11.6,7.6,998
35:02.5,2/29/2024,18.3079796,42.7545311,-83.4,-11,7.4,552
35:02.5,2/29/2024,18.3079792,42.7545312,-93.3,-11.6,8.9,998
35:02.6,2/29/2024,18.3079788,42.7545312,-83.4,-11,4.9,552
35:02.6,2/29/2024,18.3079786,42.7545312,-93.3,-11.6,8.6,998
35:02.6,2/29/2024,18.3079785,42.7545312,-83.4,-11,3.1,552
35:02.6,2/29/2024,18.3079782,42.7545312,-93.3,-11.6,6.2,998
35:02.6,2/29/2024,18.3079781,42.7545312,-83.4,-11,7.7,552
35:02.6,2/29/2024,18.3079777,42.7545313,-83.4,-11,9.4,552
35:02.6,2/29/2024,18.3079777,42.7545313,-83.8,-11.1,9.4,552
35:02.6,2/29/2024,18.3079774,42.7545313,-93.3,-11.6,6.1,998
35:02.6,2/29/2024,18.3079774,42.7545313,-92,-11.4,6.1,998
35:02.6,2/29/2024,18.3079774,42.7545313,-83.8,-11.1,7.5,552
35:02.6,2/29/2024,18.307977,42.7545313,-92,-11.4,5.3,998
35:02.6,2/29/2024,18.3079766,42.7545313,-92,-11.4,6.9,998
35:02.6,2/29/2024,18.3079765,42.7545313,-83.8,-11.1,6.3,552
35:02.7,2/29/2024,18.3079761,42.7545314,-92,-11.4,6,998
35:02.7,2/29/2024,18.3079761,42.7545314,-83.8,-11.1,8.5,552
35:02.7,2/29/2024,18.3079755,42.7545314,-92,-11.4,6.5,998
35:02.7,2/29/2024,18.3079755,42.7545314,-83.8,-11.1,11.7,552
35:02.7,2/29/2024,18.3079751,42.7545314,-92,-11.4,6.9,998
35:02.7,2/29/2024,18.3079751,42.7545314,-83.8,-11.1,2.5,552
35:02.7,2/29/2024,18.3079747,42.7545315,-92,-11.4,5.6,998
35:02.7,2/29/2024,18.3079747,42.7545315,-83.8,-11.1,5.5,552
35:02.7,2/29/2024,18.3079744,42.7545315,-83.8,-11.1,11.1,552
35:02.7,2/29/2024,18.3079742,42.7545315,-92,-11.4,6.3,998
35:02.7,2/29/2024,18.307974,42.7545315,-83.8,-11.1,9.9,552
35:02.8,2/29/2024,18.3079738,42.7545315,-92,-11.4,7,998
35:02.8,2/29/2024,18.3079738,42.7545315,-92.2,-11.6,7,998
35:02.8,2/29/2024,18.3079734,42.7545315,-83.5,-11,9.9,552
35:02.8,2/29/2024,18.3079732,42.7545316,-92.2,-11.6,5.6,998
35:02.8,2/29/2024,18.3079731,42.7545316,-83.5,-11,6.5,552
35:02.8,2/29/2024,18.3079726,42.7545316,-83.5,-11,10.8,552
35:02.8,2/29/2024,18.307972,42.7545316,-92.1,-11.6,5.6,998
35:02.8,2/29/2024,18.307972,42.7545316,-83.5,-11,10,552
35:02.8,2/29/2024,18.3079715,42.7545317,-83.5,-11,11.4,552
35:02.9,2/29/2024,18.307971,42.7545317,-92.1,-11.6,5.9,998
35:02.9,2/29/2024,18.3079709,42.7545317,-92.1,-11.6,6.5,998
35:02.9,2/29/2024,18.3079706,42.7545317,-83.5,-11,10.9,552
35:02.9,2/29/2024,18.3079703,42.7545317,-83.5,-11,13.1,552
35:02.9,2/29/2024,18.3079702,42.7545317,-83.5,-11,13.3,552
35:02.9,2/29/2024,18.3079695,42.7545317,-92.1,-11.6,8.9,998
35:02.9,2/29/2024,18.3079695,42.7545317,-83.5,-11,12.7,552
35:02.9,2/29/2024,18.3079695,42.7545317,-92.1,-11.6,5.7,998
35:02.9,2/29/2024,18.3079691,42.7545317,-82.5,-10.8,12.7,552
35:02.9,2/29/2024,18.3079685,42.7545317,-92.1,-11.6,7,998
35:02.9,2/29/2024,18.3079685,42.7545317,-82.5,-10.8,13.5,552
35:02.9,2/29/2024,18.3079685,42.7545317,-92.1,-11.6,7.1,998
35:03.0,2/29/2024,18.3079679,42.7545317,-82.5,-10.8,11.9,552
35:03.0,2/29/2024,18.3079673,42.7545317,-82.5,-10.8,11.9,552
35:03.0,2/29/2024,18.3079665,42.7545317,-82.5,-10.8,11.9,552
35:03.0,2/29/2024,18.3079664,42.7545317,-92.1,-11.6,7.1,998
35:03.0,2/29/2024,18.3079664,42.7545317,-82.5,-10.8,12.8,552
35:03.0,2/29/2024,18.3079664,42.7545317,-82.5,-10.8,12.3,552
35:03.0,2/29/2024,18.3079661,42.7545317,-82.5,-10.8,11.6,552
35:03.0,2/29/2024,18.3079658,42.7545317,-92.1,-11.6,4.4,998
35:03.0,2/29/2024,18.3079658,42.7545317,-91.7,-12,4.4,998
35:03.0,2/29/2024,18.3079657,42.7545317,-91.7,-12,3.3,998
35:03.1,2/29/2024,18.307965,42.7545317,-91.7,-12,4.9,998
35:03.1,2/29/2024,18.3079649,42.7545317,-82.5,-10.8,11.4,552
35:03.1,2/29/2024,18.3079644,42.7545317,-82.5,-10.8,13.5,552
35:03.1,2/29/2024,18.3079644,42.7545317,-80.1,-10.7,13.5,552
35:03.1,2/29/2024,18.3079643,42.7545317,-91.7,-12,8.1,998
